depth,vsh,phit,sw,perm,well,zone
2075.4,0.3204,0.2373,0.2587,9.8276,3,C
2075.6,0.208,0.219,0.261,1097.3695,3,C
2075.8,0.2322,0.1874,0.3681,434.1599,3,C
2076.0,0.3766,0.2414,0.1378,4089.4578,3,C
2076.2,0.1545,0.2314,0.2167,7102.1112,3,C
2076.4,0.1857,0.2318,0.1985,1476.7228,3,C
2076.6,0.1069,0.2276,0.2987,188.7277,3,C
2076.8,0.7557,0.1961,0.2445,3660.109,3,C
2077.0,0.8784,0.1542,0.2698,23.8403,3,C
2077.2,0.3531,0.2033,0.3591,23.9632,3,C
2077.4,0.1652,0.1932,0.2876,2315.0507,3,C
2077.6,0.3493,0.2913,0.307,2890.232,3,C
2077.8,0.2837,0.2856,0.1636,112.993,3,C
2078.0,0.0903,0.2977,0.196,273.1652,3,C
2078.2,0.2927,0.2092,0.6045,598.334,3,C
2078.4,0.4253,0.1963,0.2537,77.9198,3,C
2078.6,0.024,0.2778,0.0379,420.1314,3,C
2078.8,0.5307,0.1705,0.3991,1758.9482,3,C
2079.0,0.1906,0.2155,0.2446,5078.8194,3,C
2079.2,0.0556,0.303,0.3333,2018.2188,3,C
2079.4,0.288,0.228,0.32,347.8573,3,C
2079.6,0.378,0.1856,0.4201,603.7869,3,C
2079.8,0.2335,0.2639,0.3043,400.1268,3,C
2080.0,0.3105,0.2103,0.3093,18.0258,3,C
2080.2,0.5456,0.138,0.5169,2.4266,3,C
2080.4,0.2967,0.1966,0.0559,214.798,3,C
2080.6,0.6577,0.1632,0.1852,389.5685,3,C
2080.8,0.4344,0.2152,0.2295,338.9617,3,C
2081.0,0.2767,0.236,0.1084,1358.8098,3,C
2081.2,0.3079,0.2611,0.2561,2452.4259,3,C
2081.4,0.2285,0.2313,0.2552,2585.8634,3,C
2081.6,0.3024,0.2145,0.4637,415.3678,3,C
2081.8,0.343,0.2567,0.3087,1012.4217,3,C
2082.0,0.2175,0.2669,0.2884,821.7458,3,C
2082.2,0.0906,0.2513,0.2729,465.9055,3,C
2082.4,0.4418,0.2162,0.1996,46.1962,3,C
2082.6,0.3966,0.201,0.4582,1129.0445,3,C
2082.8,0.0858,0.2254,0.49,246.7523,3,C
2083.0,0.2922,0.2905,0.1491,760.9794,3,C
2083.2,0.4035,0.1982,0.5542,122.319,3,C
2083.4,0.3901,0.2235,0.2462,70.9124,3,C
2083.6,0.1798,0.2023,0.2441,235.2774,3,C
2083.8,0.3977,0.2348,0.3904,916.9173,3,C
2084.0,0.272,0.1981,0.4167,99.1999,3,C
2084.2,0.3205,0.272,0.3048,3519.867,3,C
2084.4,0.1505,0.2992,0.2581,979.4677,3,C
2084.6,0.0,0.2858,0.4609,175.2844,3,C
2084.8,0.1689,0.2495,0.242,3560.4589,3,C
2085.0,0.3398,0.2171,0.3271,442.1409,3,C
2085.2,0.2433,0.2345,0.5492,1415.4297,3,C
2085.4,0.3545,0.2317,0.1563,1384.3286,3,C
2085.6,0.4138,0.2144,0.2774,98.8469,3,C
2085.8,0.227,0.2656,0.4499,434.3568,3,C
2086.0,0.9102,0.1165,0.4449,199.9271,3,C
2086.2,0.0,0.3128,0.4139,15000.0,3,C
2086.4,0.0688,0.2485,0.1515,665.0482,3,C
2086.6,0.0958,,0.3703,218.9555,3,C
2086.8,0.3424,,0.2929,3819.1568,3,C
2087.0,0.2283,0.2499,0.6183,284.7355,3,C
2087.2,0.7493,0.1162,0.4816,81.3459,3,C
2087.4,0.1857,0.2305,0.3278,256.1027,3,C
2087.6,0.1687,0.1855,0.3858,270.3526,3,C
2087.8,0.39,0.1963,0.3514,70.8825,3,C
2088.0,0.7901,0.1414,0.4572,53.0584,3,C
2088.2,0.3989,0.2223,0.2226,171.2396,3,C
2088.4,0.7289,0.1456,0.5421,213.3397,3,C
2088.6,0.3393,0.2069,0.1678,350.9794,3,C
2088.8,0.2071,0.2774,0.3385,3188.2969,3,C
2089.0,0.2334,0.295,0.1977,508.214,3,C
2089.2,0.4459,0.1816,0.3558,137.49,3,C
2089.4,0.2193,0.2677,0.4442,1930.8173,3,C
2089.6,0.3339,0.234,0.1066,1393.3658,3,C
2089.8,0.1377,0.202,0.32,41.7544,3,C
2090.0,0.2747,0.2093,0.152,445.686,3,C
2090.2,0.8523,0.0656,0.3603,7.5371,3,C
2090.4,0.2625,0.2422,0.1384,1728.6167,3,C
2090.6,0.3201,0.1949,0.3659,2412.8857,3,C
2090.8,0.4138,0.2156,0.2812,12.264,3,C
2091.0,0.1637,0.319,0.3924,980.1292,3,C
2091.2,0.2012,0.2864,0.468,1721.5119,3,C
2091.4,0.1863,0.2224,0.3353,377.4542,3,C
2091.6,0.237,0.2085,0.4556,965.309,3,C
2091.8,0.1447,0.2859,0.4882,1350.8124,3,C
2092.0,0.0,0.2419,0.2062,277.6943,3,C
2092.2,0.1344,0.2789,0.4978,294.9973,3,C
2092.4,0.2636,0.3096,0.2942,419.7835,3,C
2092.6,0.2507,0.2537,0.1942,263.7196,3,C
2092.8,0.8061,0.19,0.3856,102.099,3,C
2093.0,0.3795,0.2466,0.3148,963.9727,3,C
2093.2,0.2116,0.2247,0.15,324.6295,3,C
2093.4,0.0639,0.2692,0.172,393.8132,3,C
2093.6,0.3224,0.198,0.5565,67.3743,3,C
2093.8,0.2687,0.2684,0.3517,363.6358,3,C
2094.0,0.2364,0.2064,0.5329,138.416,3,C
2094.2,0.4287,0.2294,0.2769,167.5277,3,C
2094.4,0.3286,0.2556,0.2164,1639.3272,3,C
2094.6,0.286,0.2161,0.1176,1910.237,3,C
2094.8,0.2913,0.2089,0.4651,66.7527,3,C
2095.0,0.3805,0.2118,0.3915,1288.9728,3,C
2095.2,0.1804,0.2197,0.282,868.5549,3,C
2095.4,0.1556,0.2525,0.2188,830.2768,3,C
2095.6,0.2396,0.2107,0.4851,2114.4016,3,C
2095.8,0.1169,0.2299,0.3078,351.4839,3,C
2096.0,0.2641,0.2482,0.3019,1016.0557,3,C
2096.2,0.2826,0.2476,0.2457,706.2536,3,C
2096.4,0.2611,,0.2798,424.794,3,C
2096.6,0.223,0.1926,0.4173,391.8854,3,C
2096.8,0.4849,0.2347,0.1448,504.8645,3,C
2097.0,0.3923,0.2024,0.3524,473.486,3,C
2097.2,0.8295,0.2113,0.4626,132.3868,3,C
2097.4,0.2821,0.2267,0.3211,182.9265,3,C
2097.6,0.4489,0.2108,0.4756,130.4021,3,C
2097.8,0.194,0.2307,0.5048,278.4449,3,C
2098.0,0.1445,0.2565,0.4377,2567.7867,3,C
2098.2,0.2995,0.3253,0.2229,1406.5132,3,C
2098.4,0.3238,0.2148,0.3323,753.3271,3,C
2098.6,0.3335,0.2589,0.3642,1040.6373,3,C
2098.8,0.3776,0.2195,0.274,205.7725,3,C
2099.0,0.1748,0.2783,0.2461,5580.6413,3,C
2099.2,0.0869,0.2037,0.2681,683.1415,3,C
2099.4,0.194,,0.6346,1509.1321,3,C
2099.6,0.3456,0.231,0.2952,401.3667,3,C
2099.8,0.1502,0.2414,0.4652,606.6247,3,C
2100.0,0.0186,0.2927,0.1927,199.6193,3,C
2100.2,0.2888,0.2335,0.5507,163.7486,3,C
2100.4,0.1963,0.2103,0.2895,545.5048,3,C
2100.6,0.0455,0.1958,0.3514,31.2965,3,C
2100.8,0.2797,0.2819,0.0718,440.2593,3,C
2101.0,0.2198,0.2329,0.4748,280.1046,3,C
2101.2,0.4879,0.1843,0.5224,7442.6843,3,C
2101.4,0.2815,0.2155,0.1823,784.2064,3,C
2101.6,0.3462,0.2624,0.4706,3182.2731,3,C
2101.8,0.2678,0.2187,0.1615,127.8309,3,C
2102.0,0.1923,0.261,0.4006,1223.0765,3,C
2102.2,0.2066,0.2316,0.2928,48.4041,3,C
2102.4,0.4105,0.1772,0.5257,108.6384,3,C
2102.6,0.3672,0.2437,0.3578,1065.0891,3,C
2102.8,0.0765,0.2901,0.4279,219.5355,3,C
2103.0,0.1077,0.2359,0.4894,800.0376,3,C
2103.2,0.1149,0.2528,0.2839,1214.2997,3,C
2103.4,0.4078,0.2155,0.3329,155.7032,3,C
2103.6,0.0449,0.2762,0.1679,354.903,3,C
2103.8,0.3719,0.2727,0.2746,387.8894,3,C
2104.0,0.321,0.2155,0.5851,215.2147,3,C
2104.2,0.288,0.2197,0.4313,242.3032,3,C
2104.4,0.2091,0.235,0.1961,896.0707,3,C
2104.6,0.4179,0.1851,0.5532,99.7366,3,C
2104.8,0.2838,0.1838,0.3983,1281.0977,3,C
2105.0,0.0968,0.2592,0.421,4947.1537,3,C
2105.2,0.1291,0.2647,0.3769,1112.8708,3,C
2105.4,0.0842,0.2578,0.3701,512.2237,3,C
2105.6,0.4064,0.2111,0.1189,179.3761,3,C
2105.8,0.77,0.1412,0.4872,122.0257,3,C
2106.0,0.387,0.2218,0.1041,628.0092,3,C
2106.2,0.2611,0.238,0.4322,418.8279,3,C
2106.4,0.1399,0.2616,0.3338,535.1112,3,C
2106.6,0.1788,0.2532,0.4057,874.4884,3,C
2106.8,0.1874,0.2533,0.3474,664.3548,3,C
2107.0,0.2648,0.2581,0.4194,430.1672,3,C
2107.2,0.3691,0.23,0.3517,429.7251,3,C
2107.4,0.3577,0.2294,0.3735,257.838,3,C
2107.6,0.2257,,0.3879,190.1118,3,C
2107.8,0.1318,0.2664,0.4559,790.6879,3,C
2108.0,0.1928,0.2402,0.3881,373.0475,3,C
2108.2,0.3168,0.2267,0.2958,291.6465,3,C
2108.4,0.2684,0.2198,0.3397,618.8978,3,C
2108.6,0.2439,0.2531,0.376,670.0257,3,C
2108.8,0.2435,0.2159,0.4111,806.0083,3,C
2109.0,0.2368,0.2457,0.3309,960.0123,3,C
2109.2,0.2304,0.2391,0.4145,602.1295,3,C
2109.4,0.3131,0.2156,0.366,648.0042,3,C
2109.6,0.3015,0.2347,0.3599,630.8762,3,C
2109.8,0.258,0.2339,0.3299,947.038,3,C
2110.0,0.2514,0.2261,0.3642,603.7924,3,C
2110.2,0.2795,0.2263,0.3453,585.196,3,C
2110.4,0.2845,0.2253,0.3468,507.9766,3,C
2110.6,0.2988,0.2214,0.3589,439.8668,3,C
2110.8,0.3112,0.2135,0.3801,339.6681,3,C
2111.0,0.3225,0.206,0.3966,262.5302,3,C
2111.2,0.3455,0.1978,0.4205,203.0755,3,C
2111.4,0.3677,0.1871,0.4507,146.448,3,C
2111.6,0.3927,0.1757,0.4817,103.7574,3,C
2111.8,0.4171,0.1644,0.5121,73.863,3,C
2112.0,0.4388,0.1532,0.5404,54.1326,3,C
2112.2,0.4559,0.1439,0.5686,41.3929,3,C
2112.4,0.4703,0.135,0.5917,33.2673,3,C
2112.6,0.4928,0.1267,0.6108,24.2827,3,C
2112.8,0.4986,0.1229,0.6405,24.1034,3,C
2113.0,0.507,0.1188,0.6427,24.1571,3,C
2113.2,0.4934,0.1185,0.6433,21.1269,3,C
2113.4,0.5037,0.1214,0.6431,23.0546,3,C
2113.6,0.4993,0.1199,0.6653,31.003,3,C
2113.8,0.487,0.1233,0.6791,41.97,3,C
2114.0,0.4933,0.1248,0.6959,32.0587,3,C
2114.2,0.5243,0.1083,0.6649,30.1773,3,C
2114.4,0.5455,0.1196,0.6585,40.2294,3,C
2114.6,0.4765,0.1144,0.674,23.1548,3,C
2114.8,0.4239,0.1248,0.6718,92.4442,3,C
2115.0,0.5593,0.096,0.6375,31.3594,3,C
2115.2,0.5611,0.1216,0.7462,52.4548,3,C
2115.4,0.486,0.1052,0.6744,54.7731,3,C
2115.6,0.5702,0.1011,0.7096,15.6269,3,C
2115.8,0.4691,0.1143,0.6987,102.1734,3,C
2116.0,0.3713,,0.6872,193.1387,3,C
2116.2,0.3295,,0.5715,111.6661,3,C
2116.4,0.3191,0.1646,0.6408,206.332,3,C
2116.6,0.4303,0.1375,0.8535,64.33,3,C
2116.8,0.3856,0.1629,0.7849,303.1917,3,C
2117.0,0.3736,0.1546,0.6508,53.0602,3,C
2117.2,0.4223,0.1232,0.6077,63.4592,3,C
2117.4,0.5282,0.1158,0.4092,58.6281,3,C
2117.6,0.3784,,0.5655,175.279,3,C
2117.8,0.3594,0.1762,0.6129,563.9191,3,C
2118.0,0.3859,0.1643,0.5896,1677.5772,3,C
2118.2,0.5535,0.1477,0.6039,87.6663,3,C
2118.4,0.4334,0.1502,0.7093,181.6781,3,C
2118.6,0.4761,0.1419,0.5111,33.0157,3,C
2118.8,0.6372,0.1158,0.6814,192.5227,3,C
2119.0,0.8043,0.1367,0.6247,41.2023,3,C
2119.2,0.5224,0.1166,0.5336,2834.5493,3,C
2119.4,0.5101,0.1358,0.8579,9.3084,3,C
2119.6,0.286,0.1136,0.747,776.0747,3,C
2119.8,0.4879,0.0968,0.5543,131.5907,3,C
2120.0,0.4481,0.1826,0.6895,44.0097,3,C
2120.2,0.556,0.1399,0.4587,1567.0597,3,C
2120.4,0.3891,0.1389,0.5535,25.1295,3,C
2120.6,0.4661,0.1371,0.813,52.9099,3,C
2120.8,0.5187,0.0949,0.703,7.0218,3,C
2121.0,0.6868,0.0984,0.6912,32.1053,3,C
2121.2,0.6433,0.0778,0.7925,24.7259,3,C
2121.4,0.6046,0.1114,0.7302,140.5047,3,C
2121.6,0.5345,0.144,0.6031,1965.1685,3,C
2121.8,0.3839,0.1561,0.7546,58.4411,3,C
2122.0,0.5345,0.1668,0.409,4.1707,3,C
2122.2,0.3396,0.1574,0.5456,260.3615,3,C
2122.4,0.4132,0.0794,0.6509,13.5594,3,C
2122.6,0.6712,0.1597,0.7026,1196.0663,3,C
2122.8,0.5099,0.1089,0.6095,44.9029,3,C
2123.0,0.4695,0.1387,0.4078,31.078,3,C
2123.2,0.4862,0.1353,0.391,21.1348,3,C
2123.4,0.4278,0.1456,0.6282,203.0516,3,C
2123.6,0.1597,0.1724,0.5642,106.5833,3,C
2123.8,0.2756,0.1592,0.5133,759.6628,3,C
2124.0,0.5202,0.0957,0.517,28.1561,3,C
2124.2,0.3203,0.2169,0.6259,2058.5407,3,C
2124.4,0.426,0.1561,0.8021,19.4867,3,C
2124.6,0.2804,0.1583,0.6494,12.8782,3,C
2124.8,0.3466,0.1952,0.7882,657.3755,3,C
2125.0,0.4394,0.1114,0.6021,27.2927,3,C
2125.2,0.5601,0.1457,0.6946,66.2041,3,C
2125.4,0.5862,0.1071,0.8282,12.5852,3,C
2125.6,0.3445,0.1595,0.611,30.1153,3,C
2125.8,0.4799,0.1441,0.641,200.5749,3,C
2126.0,0.2547,0.1016,0.606,40.0234,3,C
2126.2,0.4473,0.1015,0.7317,10.6903,3,C
2126.4,0.5639,0.1632,0.7473,347.2467,3,C
2126.6,0.4313,0.1329,0.6878,323.0929,3,C
2126.8,0.611,0.1681,0.5982,121.5108,3,C
2127.0,0.5488,0.1581,0.4371,413.6151,3,C
2127.2,0.4714,0.129,0.6374,19.0867,3,C
2127.4,0.4075,0.1343,0.6166,155.4884,3,C
2127.6,0.3705,0.1876,0.6509,245.1612,3,C
2127.8,0.2505,0.2131,0.6252,117.2756,3,C
2128.0,0.2716,0.1508,0.8393,1367.3454,3,C
2128.2,0.5693,0.1614,0.5402,165.6196,3,C
2128.4,0.6368,0.1407,0.4342,39.898,3,C
2128.6,0.2995,0.1848,0.4728,194.5748,3,C
2128.8,0.4489,0.1397,0.557,27.4718,3,C
2129.0,0.2353,0.1455,0.7777,21.2554,3,C
2129.2,0.313,0.1268,0.4759,36.894,3,C
2129.4,0.4738,0.1016,0.5033,25.2765,3,C
2129.6,0.3726,0.1939,0.6715,81.0537,3,C
2129.8,0.1909,0.1678,0.7386,676.709,3,C
2130.0,0.6635,0.0832,0.4606,11.0823,3,C
2130.2,0.4336,0.164,0.3993,39.7305,3,C
2130.4,0.2964,0.1431,0.5358,19.6212,3,C
2130.6,0.4566,0.1199,0.7328,11.3337,3,C
2130.8,0.4295,0.1911,0.6374,783.3424,3,C
2131.0,0.4948,0.0984,0.5584,53.6434,3,C
2131.2,0.3958,0.1492,0.7317,236.4122,3,C
2131.4,0.4809,0.1186,0.664,203.6021,3,C
2131.6,0.5627,0.105,0.6393,28.5971,3,C
2131.8,0.2686,0.1218,0.4367,383.5291,3,C
2132.0,0.3499,0.1503,0.535,45.4363,3,C
2132.2,0.5491,0.1035,0.9083,10.5949,3,C
2132.4,0.3683,0.1614,0.587,197.9977,3,C
2132.6,0.4294,0.1382,0.5156,96.7052,3,C
2132.8,0.3788,0.1376,0.5906,95.2962,3,C
2133.0,0.387,0.1227,0.6617,218.8013,3,C
2133.2,0.3759,0.1815,0.7375,204.311,3,C
2133.4,0.2764,0.1758,0.7057,239.2561,3,C
2133.6,0.4997,0.1141,0.5617,288.8017,3,C
2133.8,0.5781,0.0879,0.8254,44.6717,3,C
2134.0,0.4171,0.0937,0.7637,66.2538,3,C
2134.2,0.5634,0.1521,0.5766,17.2485,3,C
2134.4,0.3762,0.1684,0.6112,15000.0,3,C
2134.6,0.3685,0.1728,0.7043,20.2811,3,C
2134.8,0.4934,0.1289,0.7834,34.2247,3,C
2135.0,0.4956,0.1518,0.4371,50.2257,3,C
2135.2,0.4253,0.1656,0.6382,1923.1167,3,C
2135.4,0.528,0.1261,0.6408,30.0722,3,C
2135.6,0.2727,0.1489,0.5615,171.5608,3,C
2135.8,0.4005,0.1184,0.573,27.4035,3,C
2136.0,0.5654,0.134,0.7787,19.9673,3,C
2136.2,0.5651,0.1374,0.7098,163.309,3,C
2136.4,0.5487,0.1152,0.923,21.1925,3,C
2136.6,0.5727,0.1153,0.5751,68.6621,3,C
2136.8,0.3916,0.1384,0.6577,178.7338,3,C
2137.0,0.2183,0.1841,0.6619,2095.1477,3,C
2137.2,0.4064,0.1078,0.7686,9.2894,3,C
2137.4,0.5227,0.1008,0.8315,33.2911,3,C
2137.6,0.5439,0.0988,0.6679,33.8023,3,C
2137.8,0.3716,0.1425,0.4959,87.2213,3,C
2138.0,0.3142,0.1609,0.5385,3161.0671,3,C
2138.2,0.3271,0.1247,0.6639,50.4242,3,C
2138.4,0.3693,0.1692,0.7735,5.8537,3,C
2138.6,0.1934,0.2038,0.4257,209.4881,3,C
2138.8,0.3715,0.1566,0.4805,97.1802,3,C
2139.0,0.4462,0.1655,0.7275,98.0536,3,C
2139.2,0.4273,0.1168,0.4804,21.8297,3,C
2139.4,0.3971,0.1209,0.5006,10.9855,3,C
2139.6,0.3504,,0.7784,1907.3548,3,C
2139.8,0.3655,0.146,0.6081,138.9635,3,C
2140.0,0.3678,0.1243,0.6068,48.8627,3,C
2140.2,0.5317,0.163,0.8079,1879.8276,3,C
2140.4,0.4399,0.1457,0.4988,30.7223,3,C
2140.6,0.8517,0.1072,0.4881,97.5276,3,C
2140.8,0.3968,0.1264,0.8565,13.3114,3,C
2141.0,0.4969,0.1735,0.6562,398.6558,3,C
2141.2,0.3997,0.139,0.728,19.4164,3,C
2141.4,0.3965,,0.5873,256.3717,3,C
2141.6,0.6431,0.0997,0.6415,469.5143,3,C
2141.8,0.5697,0.1271,0.5529,73.8345,3,C
2142.0,0.2119,0.179,0.665,10.616,3,C
2142.2,0.3071,0.2037,0.7219,281.4307,3,C
2142.4,0.4223,0.1293,0.669,125.4118,3,C
2142.6,0.3728,0.1512,0.7727,319.7056,3,C
2142.8,0.2439,,0.711,1044.6686,3,C
2143.0,0.4551,0.101,0.5186,279.7064,3,C
2143.2,0.1958,0.1126,0.6314,42.516,3,C
2143.4,0.4565,0.1113,0.5924,21.2793,3,C
2143.6,0.5349,0.1512,0.7327,24.7838,3,C
2143.8,0.5531,0.1676,0.6878,69.7458,3,C
2144.0,0.421,0.1172,0.6637,99.0073,3,C
2144.2,0.6335,0.085,0.7894,5.5412,3,C
2144.4,0.4826,0.1702,0.3883,45.3849,3,C
2144.6,0.5475,0.1116,0.5728,95.6314,3,C
2144.8,0.353,0.1396,0.5734,36.9463,3,C
2145.0,0.6285,0.1499,0.6632,148.47,3,C
2145.2,0.4466,0.167,0.6907,51.3986,3,C
2145.4,0.6285,0.1369,0.6371,102.5541,3,C
2145.6,0.5994,0.0833,0.5123,11.9382,3,C
2145.8,0.4766,0.1085,0.6915,5.9524,3,C
2146.0,0.4907,0.1551,0.6422,266.8261,3,C
2146.2,0.4307,0.1461,0.4867,44.2825,3,C
2146.4,0.3703,0.1332,0.6083,54.8751,3,C
2146.6,0.4999,0.1265,0.6711,33.8671,3,C
2146.8,0.4912,0.1521,0.7663,160.1606,3,C
2147.0,0.3136,0.1791,0.526,223.9822,3,C
2147.2,0.436,0.1418,0.6863,133.0808,3,C
2147.4,0.5025,0.1256,0.5569,46.4231,3,C
2147.6,0.537,0.1281,0.5477,68.3707,3,C
2147.8,0.4854,0.1536,0.5469,140.5671,3,C
2148.0,0.3588,0.1673,0.6475,310.3887,3,C
2148.2,0.3888,0.1519,0.6292,111.9651,3,C
2148.4,0.4245,0.1412,0.6171,47.6513,3,C
2148.6,0.4945,,0.6541,82.3512,3,C
2148.8,0.4146,0.1574,0.6401,80.0788,3,C
2149.0,0.4654,0.131,0.6604,26.3419,3,C
2149.2,0.4108,0.1442,0.6508,35.2362,3,C
2149.4,0.4338,0.1467,0.6402,55.2069,3,C
2149.6,0.3976,0.1449,0.7001,51.4801,3,C
2149.8,0.4071,0.1409,0.6928,43.5045,3,C
2150.0,0.392,0.1439,0.6889,51.7314,3,C
2150.2,0.4171,0.1412,0.6614,39.5305,3,C
2150.4,0.3962,0.1425,0.654,39.2159,3,C
2150.6,0.3926,0.1469,0.6455,44.3646,3,C
2150.8,0.3973,0.1502,0.639,47.8748,3,C
2151.0,0.4076,0.1532,0.6233,51.4292,3,C
2151.2,0.4144,0.1578,0.6101,56.1382,3,C
2151.4,0.4224,0.1626,0.5984,63.4175,3,C
2151.6,0.428,0.1675,0.5878,73.682,3,C
2151.8,0.4302,0.1726,0.579,87.4841,3,C
2152.0,0.4279,0.1776,0.5708,104.0287,3,C
2152.2,0.4209,0.183,0.5685,130.8595,3,C
2152.4,0.4311,,0.5678,146.2007,3,C
2152.6,0.4266,,0.5587,148.3566,3,C
2152.8,0.3938,0.1924,0.5532,183.0806,3,C
2153.0,0.3842,0.1921,0.5489,211.8526,3,C
2153.2,0.3735,0.1913,0.5457,172.1772,3,C
2153.4,0.3257,0.2039,0.5487,246.167,3,C
2153.6,0.3744,0.1968,0.561,228.2263,3,C
2153.8,0.3849,0.1952,0.5905,180.5767,3,C
2154.0,0.408,0.1854,0.5415,115.2597,3,C
2154.2,0.3506,0.2014,0.5584,186.4813,3,C
2154.4,0.3337,0.1932,0.5578,99.7541,3,C
2154.6,0.4408,0.1908,0.6079,129.2739,3,C
2154.8,0.4194,0.1872,0.6792,92.42,3,C
2155.0,0.447,0.2019,0.609,200.3319,3,C
2155.2,0.6285,0.1633,0.6073,53.7069,3,C
2155.4,0.4184,0.1985,0.5949,223.402,3,C
2155.6,0.645,0.1698,0.6251,269.2949,3,C
2155.8,0.3878,0.1992,0.695,528.5188,3,C
2156.0,0.7102,0.1604,0.3804,46.8302,3,C
2156.2,0.5538,0.1842,0.5489,108.7794,3,C
2156.4,0.3999,0.1824,0.2532,359.642,3,C
2156.6,0.1476,0.2393,0.5533,933.9331,3,C
2156.8,0.33,0.2253,0.5196,220.3769,3,C
2157.0,0.3576,0.2126,0.409,192.0414,3,C
2157.2,0.7909,,0.1998,87.6833,3,C
2157.4,0.1922,0.2297,0.4602,62.3982,3,C
2157.6,0.3811,0.1924,0.5052,377.6884,3,C
2157.8,0.1962,0.2222,0.4607,1244.5653,3,C
2158.0,0.3727,0.1719,0.4115,94.8158,3,C
2158.2,0.178,0.2628,0.3387,149.8983,3,C
2158.4,0.2371,0.2703,0.4459,4937.1581,3,C
2158.6,0.4211,0.1759,0.383,208.9193,3,C
2158.8,0.3627,0.2237,0.5829,928.0448,3,C
2159.0,0.9113,0.1712,0.4832,28.2488,3,C
2159.2,0.296,0.1845,0.2496,35.8459,3,C
2159.4,0.3117,0.149,0.5292,165.5921,3,C
2159.6,0.1971,,0.5156,3161.8422,3,C
2159.8,0.1028,0.2363,0.6964,117.3988,3,C
2160.0,0.374,0.1868,0.6196,173.257,3,C
2160.2,0.4989,0.1865,0.364,26.2278,3,C
2160.4,0.3786,0.1905,0.6878,86.6514,3,C
2160.6,0.333,0.2896,0.2545,944.4767,3,C
2160.8,0.1429,0.2166,0.4817,632.9317,3,C
2161.0,0.414,0.2053,0.5878,19.2553,3,C
2161.2,0.3626,0.239,0.673,2745.3502,3,C
2161.4,0.3988,,0.7352,380.023,3,C
2161.6,0.4344,0.2242,0.6532,2021.3071,3,C
2161.8,0.5062,0.1723,0.4764,365.1775,3,C
2162.0,0.1551,0.2256,0.5553,1184.1466,3,C
2162.2,0.1324,0.1719,0.5271,1933.5373,3,C
2162.4,0.3193,,0.3825,105.0496,3,C
2162.6,0.1801,0.2275,0.4572,494.9565,3,C
2162.8,0.1576,0.2503,0.716,180.8821,3,C
2163.0,0.4586,0.2407,0.5586,466.6778,3,C
2163.2,0.1688,0.248,0.7535,1512.9016,3,C
2163.4,0.2986,0.2412,0.3164,2235.4026,3,C
2163.6,0.0879,0.2381,0.4157,312.1861,3,C
2163.8,0.3082,0.2459,0.5242,127.2118,3,C
2164.0,0.4538,0.1913,0.5918,234.9065,3,C
2164.2,0.4577,0.2224,0.4591,129.0605,3,C
2164.4,0.4358,0.2159,0.5901,161.8418,3,C
2164.6,0.2898,0.2233,0.5861,903.6899,3,C
2164.8,0.4445,0.1491,0.3105,181.8434,3,C
2165.0,0.3559,,0.5761,1360.11,3,C
2165.2,0.2429,,0.6231,279.6261,3,C
2165.4,0.3496,0.2242,0.5162,1408.3361,3,C
2165.6,0.4151,0.2048,0.2249,279.5001,3,C
2165.8,0.1274,0.247,0.4268,416.9369,3,C
2166.0,0.1621,0.2653,0.5196,208.1486,3,C
2166.2,0.2813,0.2002,0.3631,17.8564,3,C
2166.4,0.1412,0.2447,0.5951,79.0265,3,C
2166.6,0.1393,0.2101,0.5825,397.6216,3,C
2166.8,0.2453,,0.4895,149.5904,3,C
2167.0,0.429,0.2013,0.4863,32.0093,3,C
2167.2,0.4265,0.1769,0.5206,96.4798,3,C
2167.4,0.3417,0.2082,0.4806,416.3415,3,C
2167.6,0.3234,0.192,0.3076,366.8794,3,C
2167.8,0.5714,0.1651,0.4381,127.4155,3,C
2168.0,0.2299,0.23,0.4825,404.5045,3,C
2168.2,0.3313,0.2144,0.6772,165.7307,3,C
2168.4,0.8317,0.0881,0.626,71.359,3,C
2168.6,0.1326,,0.6733,444.4274,3,C
2168.8,0.454,0.1825,0.2947,165.1485,3,C
2169.0,0.2603,0.2046,0.4327,1016.8893,3,C
2169.2,0.3903,0.1677,0.7877,377.6786,3,C
2169.4,0.268,0.2139,0.3748,256.7043,3,C
2169.6,0.4621,0.1753,0.3875,105.2974,3,C
2169.8,0.1704,0.2635,0.4209,529.5836,3,C
2170.0,0.4513,0.1423,0.79,6.7154,3,C
2170.2,0.4162,0.1689,0.4028,568.169,3,C
2170.4,0.0667,0.2124,0.5575,132.7105,3,C
2170.6,0.2328,,0.5285,1218.5917,3,C
2170.8,0.4327,0.2266,0.2038,432.1537,3,C
2171.0,0.5129,0.1974,0.4832,1395.5631,3,C
2171.2,0.393,0.1683,0.4197,273.7037,3,C
2171.4,0.2484,0.2057,0.577,885.39,3,C
2171.6,0.1741,0.2047,0.726,129.4259,3,C
2171.8,0.3737,0.2156,0.4299,65.7878,3,C
2172.0,0.85,0.1269,0.4654,78.7808,3,C
2172.2,0.2501,0.1779,0.8457,14.755,3,C
2172.4,0.2709,0.2312,0.3723,246.5507,3,C
2172.6,0.4146,0.2315,0.2838,99.4416,3,C
2172.8,0.5348,0.1755,0.6871,55.1993,3,C
2173.0,0.4335,0.197,0.4785,505.553,3,C
